root,meaning,origin,sample_words
rhe-,flow,Greek,"antiarrhythmic, arrhythmia, arrhythmic, diarrhoea, dysrhythmia, endorheic, eurhythmia, eurhythmic, eurhythmy, gonorrhoea, hemorrhea, logorrhea, polyrhythm, rheology, rheometer, rheostat, rheum, rheumatic, rheumatism, rheumatoid, rheumatology, rhythm, rhythmic, rhyton"
rhetin-,resin,Greek,retinite
rhig-,chill,Greek,rhigosaurus
rhin-,"nose, snout",Greek,"catarrhine, haplorhine, platyrrhine, rhinoceros, rhinophyma, rhinoplasty, strepsirrhine"
rhiz-,root,Greek,"ectomycorrhiza, rhizoid, rhizomatous, rhizome, rhizomorph, rhizomorphous, rhizophagous, rhizophagy, Rhizopogon, Rhizopus, rhizosphere"
rho-,"R, r",Greek,"rho, rhotacism, rhotacize, rhotic"
rhod-,rose,Greek,"rhododendron, rhodophyte, rhodopsin, rhodophobia"
rhomb-,spinning top,Greek,"orthorhombic, rhomb, rhombic, rhomboid, rhombus, rhumb"
rhynch-,snout,Greek,"Oncorhynchus, Rhynchobatus, rhynchophore"
"rid-, ris-",laugh,Latin,"deride, derision, ridicule, ridiculous, risible"
robor-,"oak, strength",Latin,"corroborant, corroborate, corroboration, corroborative, corroborator, robust"
"rod-, ros-",gnaw,Latin,"corrode, erosion, rodent"
rog-,ask,Latin,"abrogate, arrogant, arrogate, derogate, derogation, derogatory, interrogation, prerogative, prorogue, rogation, rogue, surrogate"
rostr-,"beak, prow",Latin,"brevirostrate, curvirostral, lamellirostral, rostellate, rostelliform, rostellum, rostral, rostrate, rostriform, rostrulum, rostrum"
rot-,wheel,Latin,"arrondissement, circumrotation, contrarotation, control, controller, decontrol, enroll, enrollee, enrollment, irrotational, multirole, multiroll, redondilla, reenroll, rodeo, role, roll, rondeau, rondel, rondelle, rondo, rotary, rotate, rotation, rotational, rotator, rotatory, rotavirus, rotelle, rotifer, Rotifera, rotiferous, rotiform, rotula, rotund, rotunda, rotundifolious, rotundity, roulette, round, roundel, roundelay, roundlet, rowel, semiround"
"ruber-, rubr-",red,Latin,"erubescence, erubescent, rubella, Rubio, rubious, rubric, rubricate, rubrication, rubricator, ruby"
rudi-,"unskilled, rough, unlearned",Latin,"erudite, erudition, rude, rudiment, rudimentary, rudity"
rug-,wrinkle,Latin,"corrugant, corrugate, corrugation, erugate, rugose"
rumin-,throat,Latin,"rumen, rumenic acid, ruminal, ruminant, ruminate, rumination, ruminator"
"rump-, rupt-","break, burst",Latin,"abrupt, abruption, corrupt, corruptible, corruption, corruptor, disrupt, disruption, disruptive, disruptor, disrupture, erumpent, erupt, eruption, eruptive, incorrupt, incorruptibility, incorruptible, interrupt, interruptible, interruption, irrupt, irruption, irruptive, maleruption, noneruptive, reroute, rout, route, routine, rupture, subroutine, supereruption"
rur-,"countryside, farm",Latin,"nonrural, roister, roisterous, rural, rustic, rusticate, rustication, rusticity"
sacc-,bag,Greek,sack
sacchar-,sugar,Greek,"disaccharide, heteropolysaccharide, homopolysaccharide, lipooligosaccharide, lipopolysaccharide, monosaccharide, oligosaccharide, pentasaccharide, polysaccharide, saccharin, trisaccharide"
"sacr-, -secr-",sacred,Latin,"consecrate, desecrate, sacrament, sacred, sacrosanct"
sagac-,wise,Latin,"sagacious, sagacity"
sagitt-,arrow,Latin,"sagittal plane, Sagittaria"
sal-,salt,Latin,"salary, salinity"
"sali-, -sili-, salt-",jump,Latin,"assail, assailable, assailant, assailment, assault, assaultive, consilience, desultory, dissilience, dissilient, exult, exultant, exultation, insult, insultation, irresilient, resile, resilement, resilience, resiliency, resilient, result, resultant, salacious, salacity, salience, salient, sally, saltando, saltant, saltation, saltatorial, saltatory, saltigrade, saltire, salto, saltus, sault, sauté, sauteuse, sautille, sautoir, somersault, soubresaut, subsultory, transilience, transilient"
salic-,willow,Latin,salicin
salping-,trumpet,Greek,"endosalpingiosis, hysterosalpingography, salpiglossis, salpinx"
salu-,"health, welfare",Latin,"salubrious, salubrity, salutary, salute"
salv-,save,Latin,"salvage, salvation, salve"
san-,healthy,Latin,"insane, insanity, sanatorium, sane, sanitarian, sanitarium, sanitary, sanitation, sanity"
sanc-,holy,Latin,"sacrosanct, saint, sanctify, sanction, sanctuary"
sanguin-,blood,Latin,"consanguinity, sanguinary, sanguine"
"sapi-, -sipi-","taste, wise",Latin,"insipid, insipience, sapient"
sapon-,soap,Latin from Frankish,saponification
sapphir-,a precious stone,Greek from Hebrew,"sapphire, sapphirine"
sapr-,rotten,Greek,"sapraemia, saprogenic, saprophagous, saprophyte, saprotrophic"
sarc-,flesh,Greek,"perisarc, sarcasm, sarcastic, sarcocele, sarcoid, sarcoidosis, sarcoma, sarcophagus, Sarcopterygii, sarcosine, sarcosinemia, sarcosome"
sarc-,tailor,Latin,"consarcination, sartor, sartorial, sartorius"
sati-,enough,Latin,"asset, sate, satiate, satiety, satisfy, saturate"
saur-,"lizard, reptile",Greek,"dinosaur, Saurischia, sauropod"
sax-,rock,Latin,"saxatile, saxicavous, saxicoline, saxifrage, saxifragous"
scab-,scratch,Latin,scabies
scal-,"ladder, stairs",Latin,"scalar, scale"
scalen-,uneven,Greek,"scalene, scalene muscles, scalene triangle, scalenohedron"
"scand-, -scend-, scans-, -scens-",climb,Latin,"ascend, ascendency, ascendent, ascension, ascent, condescend, condescendence, condescension, descend, descendent, descension, descent, scansion, transcend, transcendence, transcendent, transcendental"
scandal-,snare,Greek,"scandal, scandalize"
scap-,shaft,Greek,"scape, scapus"
scaph-,"anything hollow, bowl, ship",Greek,"Scaphirhynchus, scaphoid bone, scaphopod"
scat-,dung,Greek,"scatemia, scatology, scatoma, scatomancy, scatophagy, scatoscopy"
sced-,scatter,Greek,"heteroscedastic, homoscedastic"
scel-,"leg, thigh",Greek,"isosceles, triskele, triskelion"
scen-,"booth, tent",Greek,"parascenium, proscenium, scene, scenic, scenography"
"scept-, scop-","look at, examine, view, observe",Greek,"Abroscopus, diascopic, diascopy, endoscope, endoscopic, endoscopy, epidiascope, episcope, episcopic, gastroscopy, kaleidoscope, macroscopic, microscope, microscopic, panendoscopy, periscope, periscopic, scope, scopophobia, skeptic, stereoscopic, stereoscopy, stethoscope, telescope, telescopic, Telescopium"
schem-,plan,Greek,"schema, schematic, schematism, schematize, scheme"
schid- (ΣΧΙΔ),split,Greek,"diaschisis, diaschisma, schisis, schism, schisma, schismatic, schizocarp, schizogamy, schizogony, schizoid, schizophrenia, schizotrichia"
sci-,"shade, shadow",Greek,"sciamachy, sciaphobia"
sci-,know,Latin,"conscience, conscious, conscientious, omniscious, omniscient, prescient, science, scienter"
"scind-, sciss-",split,Latin,"rescind, scissors"
scler-,hard,Greek,"sclera, sclerectomy, scleredema, sclereid, sclerema, sclerenchyma, sclerite, scleritis, scleroderma, sclerophyll, sclerophyllous, sclerosis, sclerotic, sclerotium, sclerotize"
scolec-,worm,Greek,scolex
scoli-,crooked,Greek,"scoliokyphosis, scoliosis"
scombr-,mackerel,Greek,"scombrid, scombroid"
scop-,,Greek,
scot-,darkness,Greek,"scotobiology, scotochromogen, scotogenic, scotograph, scotoma, scotoperiod, scotophase, scotophilia, scotophilic, scotophobe, scotophobia, scotophobic, scotophobotaxis, scotopic, scotoscope, scotosis, scototactic, scototaxis, scototherapy"
"scrib-, script-",write,Latin,"describe, inscribe, manuscript, prescribe, scribble, scribe, script, scripture, subscribe"
scrupl-,uneasiness,Latin,"scruple, scrupulous, unscrupulous"
sculp-,carve,Latin,"insculp, resculpt, sculp, sculpsit, sculpt, sculptile, sculptor, sculptress, sculptural, sculpture"
scut-,shield,Latin,scute
scyph-,cup,Greek,"scyphoid, Scyphozoa, scyphus"
"se-, sed-","away, apart",Latin,"secede, sedition, seditious, seduce"
seb-,tallow,Latin,"sebaceous, sebum"
"sec-, sect-, seg-",cut,Latin,"secant, section, segment"
sed-,"settle, calm",Latin,sedative
"sed-, -sid-, sess-",sit,Latin,"assiduous, insidious, obsession, possess, preside, president, reside, resident, sedentary, sediment, sedimentary, sedulity, sedulous, session, subside, supersede"
sedec-,sixteen,Latin,sedecimal
seget-,in cornfields,Latin,
sei-,shake,Greek,"aseismic, microseism, microseismic, paleoseismology, seism, seismic, seismogram, seismograph, seismology, seismometer, seismonasty, sistrum, teleseism, teleseismic"
selen-,moon,Greek,"paraselene, selaphobia, Selene, selenium, selenocentric, selenography, selenology"
sell-,"saddle, seat",Latin,sella turcica
sema-,sign,Greek,"aposematic, asemasia, asemia, asemic, pentaseme, polyseme, polysemic, polysemous, polysemy, semantics, semaphore, semasiology, sematic, seme, sememe, semiotic, tetraseme, triseme"
semi-,half,Latin,"semiannual, semicolon, semiconductor, semiconscious, semifinal, seminatural"
semin-,seed,Latin,insemination
sen-,old man,Latin,"senator, senescent, senile, senility, senior"
sen-,six each,Latin,senary
"sent-, sens-",feel,Latin,"assent, consensus, consent, dissent, resent, scent, sensation, sense, sensible, sensitive, sensory, sentence, sentient, sentience, sentiment"
sep-,rot,Greek,"antisepsis, antiseptic, asepsis, aseptic, sepia, sepsis, septic"
sept-,"fence, partition, enclosure",Latin,transept
sept-,seven,Latin,septennial
septen-,seven each,Latin,septenary
septim-,seventh,Latin,"septimal, septime"
septuagen-,seventy each,Latin,septuagenary
septuagesim-,seventieth,Latin,"septuagesima, septuagesimal"
septuagint-,seventy,Latin,Septuagint
"sequ-, secut-",follow,Latin,"consecutive, consequence, ensue, non sequitur, obsequious, prosecute, pursue, second, sequel, sequence, subsequent"
ser-,silk,Greek,"sericin, serigraph"
ser-,sow,Latin,"disseminate, dissemination, insemination, postseason, preseason, sation, sative, season, seasonable, seasonal, semen, semenuria, seminal, seminar, seminarian, seminary, semination, seminiferous"
ser-,"attach, join",Latin,"assert, assertion, assertive, curviserial, desert, desertion, desertrix, dissert, dissertation, dissertator, exert, exertion, insert, insertion, multiseriate, reassert, reassertion, rectiserial, semidesert, serial, seriate, seriatim, series, sermon, uniseriate"
ser-,whey,Latin,"serac, serosa, serous, subserous"
ser-,late,Latin,"serein, serotine, serotinous, serotiny, soiree"
serp-,"crawl, creep",Latin,serpent
serr-,"saw, saw- toothed",Latin,"biserrate, serrate, serration, serrature, serriform, serrulate, sierra, sierran"
serv-,"save, protect, serve",Latin,"conserve, deserve, observe, preserve, reserve, servant, service, servile, servitude, subservient"
sesqui-,one and a half,Latin,"sesquialteral, sesquicentennial, sesquipedal, sesquiplicate, sesquitertian"
set-,"bristle, hair",Latin,"seta, setose"
sever-,"stern, strict, serious",Latin,"asseverate, asseveration, perseverance, perseverant, perseverate, perseveration, perseverative, persevere, severe, severity"
sex-,sexual,Latin,"sexual, sexuality, sex, Sexual Intercourse (abbr. ""sex)"
"sex-, se-",six,Latin,"semester, sexangle, sexangular, sexavalent, sexennial, sexennium, sexireme, sexivalent, sexpartite, sexradiate, sextain"
sexagen-,sixty each,Latin,"sexagenarian, sexagenary"
sexagesim-,sixtieth,Latin,"Sexagesima, sexagesimal"
sext-,sixth,Latin,"bissextile, bissextus, semisextile, sestet, sestina, Sext, sextain, sextan, sextans, sextant, sextary, sextic, sextile, sextillion, siesta, sixte"
sibil-,hiss,Latin,sibilance
sicc-,dry,Latin,"desiccate, desiccation, sec, siccative"
sicy-,cucumber,Greek,Sicyos
sider-,iron,Greek,"siderodromophobia, siderophile"
sider-,star,Latin,sidereal
sigm-,"S, s",Greek,"sigma, sigmatism, sigmatropic, sigmoid, sigmoidoscopy"
sign-,sign,Latin,"design, designate, insignia, signal, signature, significant"
sil-,quiet or still,Latin,silence
"silv-, sylv-",forest,Latin,"silviculture, sylvan, sylvatic"
simi-,"ape, monkey",Latin,simian
"simil-, simul-","likeness, imitating",Latin,"assimilate, dissimilate, dissemble, ensemble, resemble, semblance, similar, similarity, simile, similitude, simulacrum, simular, simulate, simulation, simulator, simultaneous, verisimilar, verisimilitude"
sinap-,mustard,Greek,"sinapine, sinapism"
singul-,one each,Latin,singular
sinistr-,left,Latin,sinistral
sin-,"China, Chinese",Latin,"sinology, Sinanthropus"
sinu-,(to draw) a line,Latin,insinuate
sinus-,"hollow, bay",Latin,sinusoidal
siop-,silence,Greek,"aposiopesis, aposiopetic"
siph-,tube,Greek,"siphon, siphonoglyph"
sist-,cause to stand,Latin,"assist, consist, desist, exist, insist, persist, resist, solstice, subsist"
sit-,"food, grain, wheat",Greek,"ectoparasite, endoparasite, endoparasitoid, epiparasite, hyperparasitism, kleptoparasitism, mesoparasite, parasite, parasitic, parasitism, parasitoid, sitology, syssitia"
siz-,hiss,Greek,
smaragd-,emerald,Greek,smaragdine
smil-,carving knife,Greek,smilodon
soci-,group,Latin,"associate, association, associative, consociate, consociation, consociational, disassociate, disassociation, dissociable, dissocial, dissociate, dissociation, dissociative, interassociation, nonassociative, sociability, sociable, social, sociality, societal, society"
sol-,sun,Latin,"circumsolar, extrasolar, insolate, insolation, solar, solarium, soliform, soliscence, solstice, subsolar"
sol-,"comfort, soothe",Latin,"consolation, console, solace"
sol-,"alone, only",Latin,"desolate, desolation, desolatory, saudade, sole, soliloquy, solitaire, solitary, solitude, solitudinarian, solitudinous, solivagous, solo, sullen"
sole-,accustomed,Latin,"insolence, insolent, obsolescence, obsolescent, obsolete"
solen-,"channel, pipe",Greek,"solenocyte, solenodon, solenogaster, solenoid, Solenopsis"
"solv-, solut-","loosen, set free",Latin,"absolute, absolve, dissolute, dissolve, resolute, resolve, soluble, solute, solution, solve, solvent"
soma-,body,Greek,"allosome, asomatous, autosome, centrosome, chromosome, decasomy, disomic, disomy, episome, gonosome, heptasomy, heterochromosome, heterodisomic, heterodisomy, hexasomy, isodisomic, isodisomy, macrosomia, metasomatic, metasomatism, microsome, microsomia, monosome, monosomic, monosomy, pentasomic, pentasomy, plasmosome, polysomic, polysomy, pyrosome, somatic, somatomancy, somatoparaphrenia, somatopleure, somatotype, somite, tetrasomic, tetrasomy, trisomic, trisomy"
somn-,sleep,Latin,"insomnia, somnambulist, somnifacient, somniferous, somnific, somniloquy, somnolent"
somni-,dream,Latin,somnial
son-,sound,Latin,"absonant, ambisonic, assonance, assonant, assonate, consonance, consonant, consonous, dissonance, dissonant, inconsonance, inconsonant, infrasonic, infrasound, magnisonant, resonance, resonant, resonate, resound, sonance, sonant, sonata, sondage, sonnet, sonorant, sonority, sound, subsonic, supersonic, triconsonantal, ultrasonic, ultrasound"
soph-,wise,Greek,"antisophism, pansophism, pansophist, pansophy, philosophize, philosophy, sophism, sophist, sophistry, sophisticate, Sophocles, sophomania, sophomaniac, sophomore, sophomoric"
sopor-,deep sleep,Latin,"sopor, soporific"
"sorb-, sorpt-",suck,Latin,"absorb, absorbency, absorbent, absorption, absorptive, absorptivity, adsorb, adsorbent, adsorption, exsorption, insorption, malabsorption, resorb, resorption, resorptive, sorbent, sorbile, sorbition, sorption"
sord-,dirt,Latin,"sordes, sordid"
soror-,sister,Latin,"cousin, sororal, sororate, sororicide, sorority"
spa-,"draw, pull",Greek,"antispasmodic, palinspastic, perispomenon, properispomenon, spadix, spasm, spasmatic, spasmodic, spasmogenic, spasmolytic, spastic, spasticity"
spad-,eunuch,Greek,"epispadias, hypospadias"
"sparg-, -sperg-, spars-, -spers-","scatter, sprinkle",Latin,"asperse, aspersion, aspersive, dispersal, disperse, dispersion, dispersive, insperse, inspersion, interspersal, intersperse, interspersion, nonaspersion, nondispersive, nonsparse, sparge, spargefaction, sparse, sparsity"
spath-,blade,Greek,"spade, spatha, spathe, spay"
spati-,space,Latin,"interspace, interspatial, space, spatial, spatiate, subspace"
"spec-, -spic-, spect-",look,Latin,"aspect, aspectual, auspicate, auspice, auspicious, biaspectual, bispecific, bispecificity, circumspect, circumspection, circumspective, conspecific, conspecificity, conspectus, conspicuous, despection, despicable, despiciency, despise, despite, disrespect, disrespectable, especial, expect, expectancy, expectant, expectation, inauspicious, incircumspect, inconspicuous, infraspecific, inspect, inspection, inspector, inspeximus, interspecies, interspecific, intraspecies, intraspecific, introspection, introspective, irrespective, multispecific, multispecificity, multispectral, nonspecific, perspective, perspicacious, perspicuity, perspicuous, prospect, prospective, prospector, prospectus, prospicience, prospicient, reinspect, respect, respectability, respectable, respectant, respective, respite, retrospection, retrospective, special, speciality, speciation, specie, species, specific, specification, specificity, specimen, speciosity, specious, spectacle, spectacular, spectacularity, spectant, spectation, spectator, spectatorial, spectral, spectre, spectrum, specular, speculate, speculation, speculative, speculator, speculatory, speculum, spice, spite, subspeciality, subspecies, suspect, suspicion, suspicious, transpicuous, trispecific, unispecific"
"speir-, spor-",sow,Greek,"aplanospore, archesporium, carpospore, chlamydospore, diaspora, diaspore, endospore, esparto, eusporangium, exospore, heterosporous, heterospory, homosporous, isosporous, leptosporangium, megasporangium, megaspore, microsporangium, microspore, mitospore, sporadic, sporangiospore, sporangium, spore, sporocarp, sporophyte, teliospore, tetraspore, tetrasporophytic, zygospore"
spele-,cavern,Greek,"speleogen, speleogenesis, speleology, Speleomantes, speleomorphology, speleoseismite, speleothem, speleotherapy"
spelyng-,cave,Greek,spelunk
"spend-, spond-","pledge, promise",Greek,"spondaic, Sponde, spondee"
sper-,hope,Latin,"despair, desperado, desperate, desperation, esperance, prosper, prosperity, prosperous"
sperm-,seed,Greek,"angiosperm, endosperm, gymnosperm, perisperm, sperm, spermatid, spermatocyte, spermatogenesis, spermatogonium, spermatozoon, stenospermocarpy"
sphal- (ΣΦΑΛ),cause to fall,Greek,"sphalerite, sphaleron"
sphen-,wedge,Greek,"sphenic, Sphenodon, sphenoid"
spher-,ball,Greek,"aspheric, hemisphere, hypersphere, mesosphere, pseudosphere, sphere, spherics, spheroid, spherometer, spherulite, stratosphere, trimetasphere, troposphere"
"sphing-, sphinct-",strangle,Greek,sphincter
sphondyl-,vertebra,Greek,"spondylitis, spondylolisthesis, spondylolysis, spondylosis, Temnospondyli"
sphrag-,seal,Greek,sphragistic
sphyg-,pulse,Greek,"asphyxia, sphygmic, sphygmochronograph, sphygmograph, sphygmomanometer, sphygmus"
spic-,spike,Latin,"spica, spicate, spicose, spicosity, spicular, spiculate, spicule, spiculiform"
spin-,thorn,Latin,"infraspinate, infraspinatus, interspinal, spinal, spine, spinel, spinescent, spiniferous, spiniform, spinose, spinous"
spir-,breathe,Latin,"aspire, conspire, expire, inspire, perspire, respiration, spirit"
splen-,spleen,Greek,"asplenia, hypersplenism, hyposplenia, polysplenia, splenectomy, splenic, splenitis, splenoid, splenomegaly"
spond-,,Greek,
"spond-, spons-","a surety, guarantee; give assurance, promise solemnly",Latin,"correspond, correspondence, correspondent, corresponsive, cosponsor, despond, despondency, despondent, desponsage, desponsate, desponsation, disespouse, espousage, espousal, espouse, interspousal, irresponsibility, irresponsible, irresponsive, nonresponsive, respond, respondee, respondence, respondent, response, responsibility, responsible, responsion, responsive, responsivity, riposte, sponsal, sponsion, sponsional, sponsor, spousal, spouse"
spondyl-,vertebra,Greek,"platyspondyly, spondylid, spondylolisthesis, spondylolysis, spondylopyosis, spondyloschisis, spondylosis, spondylosyndesis, Spondylus"
spor-,,Greek,
"spu-, sput-","spew, spit",Latin,"exspuition, sputum"
squal-,"scaly, dirty, filthy",Latin,"squalid, squalidity, squalor"
squam-,scale,Latin,squamous
squarros-,spreading at tips,Latin,squarrose
st- (ΣΤΑ),cause to stand,Greek,"acrostatic, actinostele, anastasis, antistatic, apostasy, apostate, astasia, astasis, astatic, astatine, catastasis, chronostasis, diastase, diastasis, diastatic, diasystem, ecstasy, ecstatic, epistasis, episteme, epistemic, epistemology, eustasis, eustatic, eustele, haplostele, homeostasis, homeostatic, hydrostatic, hypostasis, hypostasize, hypostatic, hypostatize, mesostatic, metastasis, metastasize, metastatic, metasystem, orthostates, orthostatic, protostele, stasimon, stasis, stater, static, statoblast, statocyst, statolith, stela, stele, systasis, system, systematic, systematize, systematology, systemic, teleutostatic"
st-,stand,Latin,"antestature, arrest, arrestant, arrestee, bistability, bistable, bistate, circumstance, circumstantial, consist, constable, constabulary, constancy, constant, constitute, consubstantiation, contrast, distance, distant, equidistance, equidistant, establish, estate, extant, inconstancy, inconstant, instability, instance, instant, obstacle, presto, stable, stamen, stamina, stance, stanchion, stanza, state, station, stationary, statistic, statue, status, staunch, stay, substance, substantial, substantiality, substantiate, substantiation, substantive, substate, substation, substitute, superstation, superstition, superstitious, transubstantiate, transubstantiation, tristate"
stagn-,pool of standing water,Latin,stagnant
stala-,"dripping, trickling",Greek,"stalactite, stalagmite"
stann-,tin,Latin,stannous
staphyl-,bunch of grapes,Greek,"staphyledema, staphylion, staphylococcus, staphyloderma, staphyloplasty"
"statu-, -stitu-",stand,Latin,"institution, statute"
steat-,"fat, tallow",Greek,"stearic acid, steatolysis, steatolytic, steatosis"
steg-,cover,Greek,"steganography, steganopod, Stegosaurus"
"stell-, stol-",send,Greek,"apostle, centrostaltic, diastole, epistle, epistolic, epistolize, epistolography, eusystole, hypodiastole, peristalsis, peristaltic, peristole, stole, systaltic, systole"
stell-,star,Latin,"constellate, constellation, stellar"
sten-,stand,Greek,"apostasy, apostate"
sten-,narrow,Greek,"stenography, stenosis"
stere-,solid,Greek,"allosteric, stereochemistry, stereochromy, stereographic, stereography, stereoisomer, stereometry, stereophonic, stereopsis, stereoscope, stereoscopy, stereotaxis, stereotomy, stereotype, stereotypic, steric"
stern-,breastbone,Greek,"metasternum, prosternum, sternum"
"stern-, strat-","spread, strew",Latin,"consternation, prostrate, stratify, stratum, stratus, street"
steth-,chest,Greek,stethoscope
sthen-,strength,Greek,"asthenia, asthenosphere, callisthenics, hyposthenia, sthène, sthenia"
stich-,"line, row",Greek,"acrostic, cadastre, distich, distichous, haplostichous, hemistich, heptastich, monostich, monostichous, orthostichy, pentastich, polystichia, polystichous, stich, stichic, stichomancy, stichometry, stichomythia, telestich"
stich-,tunic,Greek,sticharion
stig-,"mark, puncture",Greek,"anastigmat, anastigmatic, astigmatic, astigmatism, stigma, stigmata, stigmatic"
still-,drip,Latin,"distillation, instill"
stimul-,"goad, rouse, excite",Latin,stimulate
stin-,stand,Latin,"destination, obstinate"
"stingu-, stinct-",apart,Latin,"distinction, distinguish"
stoch-,aim,Greek,stochastic
stom-,mouth,Greek,"anastomosis, anastomotic, deuterostome, monostomous, ozostomia, pentastomid, protostome, stoma, stomach, stomatalgia, stomatic, stomatoplasty, -stome"
stor- (ΣΤΟΡ),"spread, strew",Greek,"biostrome, stroma"
strat-,army,Greek,"stratagem, strategic, strategist, strategus, strategy, stratocracy, stratography, stratonic"
streper-,noise,Latin,obstreperous
"streph-, stroph-, strob-, stromb-",turn,Greek,"anastrophe, antistrophe, apostrophe, boustrophedon, catastrophe, catastrophic, catastrophism, epistrophe, monostrophe, monostrophic, strophe, strophic"
strept-,twisted,Greek,"Strepsiptera, strepsirrhine, streptococcus"
strig-,compress,Latin,strigogyps
strigos-,having stiff bristles,Latin,strigose
"string-, strict-","tight, upright, stiff",Latin,"astringent, constrain, constrict, constringe, restrict, strain, strict, stringent"
stroph-,turn,Greek,
"stru-, struct-","to make up, build",Latin,"construct, construction, construe, destroy, destruct, instruct, obstruct, structure"
stud-,dedication,Latin,"étude, student"
stup-,wonder,Latin,"stupid, stupor"
styg-,Styx,Greek,"Stygian, stygiophobia"
styl-,"column, pillar",Greek,"amphiprostyle, amphistyly, anastylosis, araeostyle, araeosystyle, blastostyle, diastyle, epistyle, eustyle, hexastyle, hyostyly, hypostyle, monostylous, octastyle, orthostyle, peristyle, prostyle, pycnostyle, stylite, Stylites, stylobate, styloid, stylolite, stylus, systyle"
"su-, sut-",sew,Latin,"couture, suture"
"suad-, suas-",urge,Latin,persuasion
suav-,sweet,Latin,"assuage, suave, suavity"
"sub-, su-, suf-, sug-, sup-, sus-",below,Latin,"submarine, submerge, suffix, suggest, support"
subter-,under,Latin,subterfuge
sucr-,sugar,Latin,sucrose
sud-,sweat,Latin,"exudate, exude, sudarium, sudoriferous, transudate"
sui-,self,Latin,"sui generis, suicide"
sulc-,furrow,Latin,sulcus
sum-,sum,Latin,"consummate, consummation, sum, summa cum laude, summary, summation"
"sum-, sumpt-",take,Latin,"assume, assumption, consume, consumption, presumption, subsume"
super-,"above, over",Latin,"insuperable, soprano, sovereign, summit, superable, superb, supercilious, supercomputer, superficial, superfluous, superimpose, superior, superlative, supermarket, supernal, supernatural, supernova, superposition, superpower, superscript, supersede, supersonic, superstition, supervene, supervise, supreme, supremum, surname, surplus, surround, survive"
supin-,lying back,Latin,"supination, supine"
supra-,"above, over",Latin,supranationalism
surd-,deaf,Latin,absurdity
surg-,rise,Latin,"insurgent, insurrection, resurgent, resurrection"
sybar-,Sybaris,Greek,"Sybarite, sybaritic, sybaritism"
syc-,fig,Greek,"sycomancy, sycophant"
"syn-, sy-, syg-, syl-, sym-, sys-",with,Greek,"syllogism, symbol, symmetry, sympathy, synonym, synchronous, system"
syring-,pipe,Greek,"syringe, Syringodea, Syringoderma, Syringogaster, syringoma, syringomyelia, syrinx"
"tac-, -tic-",be silent,Latin,"reticent, reticence, tacit, taciturn"
tach-,swift,Greek,"tachometer, tachycardia, tachyrhythmia, tachytelic"
taeni-,ribbon,Greek,"diplotene, leptotene, pachytene, taenia, taenidia, taenidium, taeniodont, Taeniolabis, zygotene"
"tag-, tax- (ΤΑΓ)","arrange, order",Greek,"ataxia, chemotaxis, epitaxis, eutaxy, hypotaxis, magnetotaxis, metasyntactic, parataxis, phonotactic, phonotactics, phototaxis, rheotaxis, syntactic, syntagma, syntagmatic, syntax, tactic, tagma, taxis, taxonomy, thermotaxis"
tal-,ankle,Latin,talus
"tang-, -ting-, tact-, tag-",touch,Latin,"attain, contact, contagious, contingent, contingency, contiguous, intact, tactile, tangent, tangible"
tapet-,carpet,Latin,"tapestry, tapetum, tapis"
tarac- (ΤΑΡΑΧ),stir,Greek,"ataractic, ataraxia"
tard-,slow,Latin,"retard, tardigrade, tardy"
tars-,ankle,Greek,"metatarsus, tarsal, tarsoclasis, tarsometatarsus, tarsus"
taur-,bull,Greek,"Minotaur, taurobolium, taurocholic, tauromachy"
taur-,bull,Latin,Taurus
tec- (ΤΑΚ),melt,Greek,"eutectic, eutectoid"
"tec-, toc- (ΤΕΚ)",childbirth,Greek,"ditokous, dystocia, embiotocid, monotocous, teknonymous, teknonymy, tokophobia"
techn- (ΤΕΚ),"art, skill",Greek,"architect, polytechnic, techne, technique, technocracy, technocrat, technogaianism, technology, technophilia, technophobia, tectonic"
tecn- (ΤΕΚ),child,Greek,"teknonymous, teknonymy"
"teg-, tect-",cover,Latin,"contection, detect, detectable, detection, detective, detector, integument, integumentary, obtect, pretectal, pretectum, protect, protection, protective, protector, protectorate, protectory, protectress, protectrix, protégé, protégée, tectrix, tectum, tegmen, tegmental, tegula, tegular, tegument, tile, tog, toga, togate, togavirus, toggery"
tele-,"far, end",Greek,"telegram, telegraph, telemetry, telepathy, telephone, telescope, television"
tele-,complete,Greek,"atelectasis, ateleiosis, atelophobia, teleology, telesis, toll"
"tem-, tom- (ΤΕΜ)",cut,Greek,"acrotomophilia, anatomy, apotemnophilia, atom, atomic, autotomy, diatom, dichotomous, dichotomy, ectomy, entomology, entomomancy, entomophagous, entomophilous, epitome, monatomic, pentatomic, polyatomic, polytomy, Temnospondyli, tmesis, tome, tomogram, tomography, trichotomous, trichotomy"
"temn-, tempt-",–,Latin,"contemn, contemnible, contempt, contemptible, contumacious, contumacy, contumelious, contumely"
tempor-,time,Latin,"contemporaneous, contemporary, extemporaneous, tempo, temporal, temporary"
